label	content	text2
13	The Commonline Journal is an American webzine publishing accessible poetry fiction review interview literary and cultural criticism. The magazine was originally developed in 2007 at The Evergreen State College as a DIY literary magazine called The Commonline Project. Although not definitively affiliated with any particular literary movement the magazine acquired its reputation by publishing short pieces of dirty realism.	
10	Ranunculus pygmaeus (the pygmy buttercup or dwarf buttercup) is a species of buttercup found throughout the Arctic as well as in the mountains of Norway and the Rocky Mountains. A few populations also exist in the Eastern Alps and Tatra Mountains.It is a small plant prostrate-ascending 1-5 cm tall. The stems are single-flowered with the basal leaves numerous. The leaves are deeply cleft into 3-5 lobes. The flowers are 5-6 mm in diameter with five pale yellow petals and five hairy sepals.	
7	Cibi Lake (Chinese: 茈碧湖; pinyin: Cíbì Hú) is a lake in Eryuan County northwestern Yunnan Province China. It lies about 73 km north of Dali City. It is fed by the Fengyu River and drains southward into the Erhai Lake via the Miju River (the upstream of it called Haiwei River).The lake is 6.1 km long and 0.75–2.5 km wide with a 17 km shoreline.	
13	The Shawnee News-Star is an American daily newspaper published in Shawnee Oklahoma. It is the newspaper of record for Pottawatomie Lincoln and Seminole counties in the Oklahoma City metropolitan area. It took its current name in 1943 after the merger of the Shawnee Evening Star and Shawnee Morning News. The paper was formerly owned by Stauffer Communications which was acquired by Morris Communications in 1994. Morris sold the paper along with thirteen others to GateHouse Media in 2007.	
2	Adam Rittenberg is a blogger and sports journalist for ESPN's college football section dedicated to the Big Ten Conference in college football. Before 2008 when he joined ESPN he was a sports writer at Daily Herald (Arlington Heights) in Illinois. Rittenberg is a graduate of Northwestern University and resides near Chicago Illinois.	
10	Bognera is a monotypic genus of flowering plants in the Araceae family. The single species that makes up the genus is Bognera recondita. The word recondita means hidden referring to the fact that the plant is only found in remote areas of Amazonian Brazil near the Peruvian border. The species was discovered in the late 1970s and was originally placed in the genus Ulearum. In 1984 a new genus Bognera named after the German Aroid specialist Josef Bogner was created for it.	
2	Emma Tatham (1829-1855) was a 19th-century British poet. Although she is almost completely forgotten today she was regarded in the Victorian era as a prodigy and a poetic genius. She was born in London and was homeschooled. She began to write poetry at an early age and from the age of 16 to 18 she rapidly wrote an abundance of poems published later in the collection The Dream of Pythagoras and Other Poems.	
12	Quicksilver Highway is a 1997 horror film directed by Mick Garris. It is based on Clive Barker's short story The Body Politic and Stephen King's short story Chattery Teeth. The film was originally shown on television before being released on video.	
12	Brats is a 1930 Laurel and Hardy comedy short. The film was directed by James Parrott. Laurel and Hardy play dual roles as their own children. It also inspired a helper group for the Michigan tent for The Sons of the Desert which is composed of all the child members of the tent.	
13	The Official History of Australia's Involvement in Southeast Asian Conflicts 1948–1975 covers Australia's involvement in the Malayan Emergency Indonesia–Malaysia confrontation and Vietnam War. The series is an official history and was funded by the Australian Government and published by Allen & Unwin in association with the Australian War Memorial. Peter Edwards was appointed the official historian for the series in 1982.	
1	Osborne King originally Osborne King & Megran is a commercial property consultancy firm based in Belfast UK and private partnership of chartered surveyors in the United Kingdom. It is among the oldest firms of its kind in Ireland having been founded in 1947. It is known for its public sector workwith contracts in defence county councils government offices and educational facilities.	
10	Acacia verticillata (Prickly Moses; Prickly-leaved Wattle; Star-Leaved Acacia; Prickly Mimosa; Whorl-Leaved Acacia) is a perennial shrub to small tree native to Australia and Tasmania. The species is a common understorey shrub in both wet and dry sclerophyll forests as well as scrub and heath. In coastal environments it will often have much wider leaves as opposed to the regular needle-like nature of inland specimens.	
9	Agrochola nitida is a moth of the Noctuidae family. It is found in most of Europe except Great Britain Ireland and the Iberian Peninsula.The wingspan is about 30–38 mm. Adults are on wing from mid August to October. There is one generation per year.The larvae feed on Galium Plantago Primula Rumex and Veronica species.	
9	Parading (foaled in March 2003) is an American Thoroughbred racehorse. Bred and owned by Phipps Stable in Kentucky he is a son of the leading stallion Pulpit who in turn was sired by Hall of Famer and prominent sire A P Indy. He was out of the mare On Parade by perrenial leading stallion Storm Cat.Trained by Shug McGaughey Parading is best known as the turf racing specialist who won the grade two Dixie Stakes at Pimlico Race Course on May 16 2009.	
13	Rising Storm is a children's fantasy novel the fourth book in the Warriors series written by Cherith Baldry and Kate Cary under the pen name of Erin Hunter. Rising Storm was written by Kate Cary. The series follows the adventures of four Clans of wild cats. In the previous book Forest of Secrets Graystripe's mate Silverstream died while giving birth. ThunderClan and RiverClan fought over the two kits. Graystripe decided to join RiverClan despite knowing he will be shunned there.	
6	The American Baptist Publication Society is a historic building at 1420–1422 Chestnut Street in Philadelphia Pennsylvania.It was built in 1896 on the site of the former headquarters of the American Baptist Publication Society which had been destroyed by fire on February 2 1896.	
3	Frank Thomas Duffy (born October 14 1946) is a former professional baseball shortstop. He played all or part of ten seasons in Major League Baseball from 1970 to 1979 for the Cincinnati Reds San Francisco Giants Cleveland Indians and Boston Red Sox.Duffy is probably most remembered for being a part of what is considered a lopsided trade between the Reds and Giants. On May 29 1971 Duffy was traded along with pitcher Vern Geishert for young outfielder George Foster.	
12	Talent for the Game was a 1991 film about a baseball scout directed by Robert M. Young and starring Edward James Olmos and Lorraine Bracco in her first film after Goodfellas.It co-stars Terry Kinney Jamey Sheridan and Jeff Corbett.Scenes were filmed in the small town Genesee Idaho between Lewiston and Moscow.	
2	Wen Shaoxian (Chinese: 溫紹賢) born 4 December 1934) also known as Wan Siu Yin is a literary writer famous for his short stories about the lives of the new immigrants from the mainland in Hong Kong. He is expert in writing political and historical novels. Wen is a translator and editor by profession and is also a professor of translation and comparative grammar.	
7	Beinn a' Chaisteil is a mountain in the southern Highlands of Scotland it is located 6.25 km north of Tyndrum on the border of Perth and Kinross and Argyll and Bute council areas. This hill is not to be confused with another Beinn a' Chaisteil above Loch Vaich in Highland Council area.	
11	Kala Cinta Menggoda (English: When Love Tempts) is a 1997 album by Indonesian singer Chrisye with arrangement by Erwin Gutawa. It was released by Musica Studios. It received numerous awards including two Anugerah Musik Indonesia Awards in 1998; the music video for the title song Kala Cinta Menggoda won the Asia Viewer's Choice Award that same year.	
11	Shakin' Things Up is a 1997 country album by Lorrie Morgan released in 1997 (see 1997 in country music) on BNA Records.Billboard charting singles on Shakin' Things Up include Go Away at #3 One of Those Nights Tonight at #14 I'm Not That Easy to Forget at #49 and You'd Think He'd Know Me Better at #66. The album also peaked at #9 on the Top Country Albums chart and was certified gold by the RIAA.	
5	The second USS Commodore (SP-1425) was an armed motorboat that served in the United States Navy as a patrol vessel from 1917 to 1919.Commodore was built in 1917 by Herreshoff Manufacturing Company at Bristol Rhode Island as the civilian motorboat Herreshoff No. 318. The U.S. Navy acquired her in October 1917 for World War I service. She was commissioned as USS Commodore (SP-1425) in mid-November 1917.	
2	Hasegawa Nyozekan (長谷川 如是閑 November 30 1875 -November 11 1969) was the pen-name of Hasegawa Manjirō a Japanese social critic and journalist in the Taishō and Shōwa periods Japan. He was one of the most important and widely read supporters of liberalism and democracy in inter-war Japan.	
2	John Richard Hersey (June 17 1914 – March 24 1993) was a Pulitzer Prize-winning American writer and journalist considered one of the earliest practitioners of the so-called New Journalism in which storytelling techniques of fiction are adapted to non-fiction reportage.	
3	Murray Kick (born 5 December 1940) is a former Australian rules footballer who played with Carlton in the Victorian Football League (VFL).Kick the son of former Carlton player Ned made his senior debut for Carlton in 1961 and finished third in Carlton's 1962 Best and Fairest award after playing 20 games during the season. Kick played on the wing in the 1962 VFL Grand Final loss to Essendon.	
1	The University of Guayaquil (Spanish: Universidad de Guayaquil) known colloquially as the Estatal (i.e. State in the same sense as for example a school such as Iowa State would simply be called State by local students) is a public university located in Guayaquil Guayas Province Ecuador. It is the oldest university in the city and has the largest student body. It operates six extension universities throughout the country.[citation needed]	
3	Oleksandr Dyachenko (Ukrainian: Олександр Андрійович Дяченко; born 1 March 1994 in Ukraine) is a Ukrainian football goalkeeper currently playing for Ukrainian club FC Obolon-Brovar Kyiv in the Ukrainian Second League.Dyachenko is product of youth team systems of FC Dynamo and FC Metalist.	
8	Staniszewo [staniˈʂɛvɔ] is a village in the administrative district of Gmina Kartuzy within Kartuzy County Pomeranian Voivodeship in northern Poland. It lies approximately 11 kilometres (7 mi) north-west of Kartuzy and 37 km (23 mi) west of the regional capital Gdańsk. There is a school in Staniszewo. Students learn three languages - English German and Kashubian.For details of the history of the region see History of Pomerania.The village has a population of 915.	
4	Leland M. Beloff (born April 17 1942) is a former Democratic member of the Pennsylvania House of Representatives and the Philadelphia City Council who resigned from office after being convicted in Federal court on extortion charges. He was sentenced to 10 years in prison for extorting money from a Center City developer along with Philadelphia Mob boss Nicodemo Scarfo. In 1998 he and his wife were convicted on voter fraud charges.	
2	Michel Teló (Brazilian Portuguese: [miˈʃɛw teˈlɔ]) (born January 21 1981) is a Brazilian sertanejo singer-songwriter. Before his solo act he was a lead singer in various bands most notably Grupo Tradição. His biggest national and international hit is Ai Se Eu Te Pego! a number one in most European countries Latin America and Quebec.	
6	First Church of Christ Scientist is an historic Christian Science church edifice located at 475 North Kingshighway Boulevard corner of Westminster Place in St. Louis Missouri. Built in 1903-1904 it was designed as a stone building in the Classical Revival style of architecture by Edward Gordon Garden of Mauran Russell and Garden and was the first institutional commission of that fledgling firm. Cost concerns though resulted in it being built of brick.	
8	Wilczonek [vilˈt͡ʂɔnɛk] is a village in the administrative district of Gmina Kotuń within Siedlce County Masovian Voivodeship in east-central Poland. It lies approximately 4 kilometres (2 mi) west of Kotuń 18 km (11 mi) west of Siedlce and 70 km (43 mi) east of Warsaw.	
5	USS Tuscaloosa (CA-37) was a New Orleans-class heavy cruiser of the U.S. Navy. Commissioned in 1934 she spent most of her career in the Atlantic and Caribbean participating in several European wartime operations. In early 1945 she transferred to the Pacific and assisted in shore bombardment of Iwo Jima and Okinawa. She earned 7 battle stars for her service in World War II.	
5	USS Key (DE-348) was a John C. Butler-class destroyer escort acquired by the U.S. Navy during World War II. Her primary purpose was to escort and protect ships in convoy. Her other tasks included patrol and radar picket. Post-war she returned home proudly with one battle star to her credit.Key was launched 12 February 1944 by Consolidated Steel Corp. Orange Texas sponsored by Mrs. Ira F. Key mother of Lt. Key; and commissioned 5 June 1944 Lt. Comdr. F. D. Buckley in command.	
2	Eddie Cleanhead Vinson (December 18 1917 – July 2 1988) was an American jump blues jazz bebop and R&B alto saxophonist and blues shouter. He was nicknamed Cleanhead after an incident in which his hair was accidentally destroyed by lye contained in a hair straightening product.	
10	Cyathea acrostichoides is a species of tree fern native to the Maluku Islands and Western New Guinea where it grows in forest and disturbed sites at an altitude of 650-1100 m. The trunk is erect and usually 1-3 m tall. Fronds are bipinnate and 1-2 m long. The stipe is slender and covered with spines. It is sparsely covered with medium brown scales. Sori cover most of the underside of fertile pinnules. C. acrostichoides lacks indusia.	
9	Kumococius rodericensis the Spiny flathes is a species of flathead native to the Indian Ocean and the tropical western Pacific Ocean where it can be found on sandy or muddy bottoms of the continental shelf at depths of from 6 to 75 metres (20 to 246 ft). This species grows to a length of 25 centimetres (9.8 in) TL and is of minor importance to local commercial fisheries. This species is the only known member of its genus.	
0	SOCIS (Ukrainian: TOB „СОЦІС - Центр соціальних та політичних досліджень) is a political sociology company in Ukraine. It was one of the companies that performed rolling and exit polls for Ukrainian elections in 1998 2002 2004 and Ukrainian referendum in 2000. The company has been a member of The Gallup Organization since 1994.	
9	Cymatium is a genus of small to large predatory sea snails marine gastropod mollusks in the family Ranellidae the tritons. This genus has numerous species perhaps as many as 100 some of which have a worldwide distribution. The genus has been divided into at least 10 subgenera. Some authors have elevated those subgenera giving them the full status of genera but this is by no means universally accepted.These sea snails have separate sexes. They lay egg capsules.	
6	Santa Maria dei Carmini also called Santa Maria del Carmelo and commonly known simply as the Carmini is a small church in the sestiere or neighbourhood of Dorsoduro in Venice northern Italy. It nestles against the former Scuola Grande di Santa Maria del Carmelo also known as the Scuola dei Carmini. This charitable confraternity was officially founded in 1597 and arose from a lay women's charitable association the Pinzocchere dei Carmini.	
1	Woodgrove Secondary school is a secondary school in Woodlands Singapore. The school was founded by pioneer Principal Mrs Helena Song Kheng Sin in year 2000 and opened by Dr Maliki Osman MP for Sembawang GRC in 5 July 2002.The school enrolled 320 Secondary 1 students and supported by 23 teaching and other supporting staffs.The school had its first batch of student candidates taking national examinations in year 2003.	
11	Acoustics is an Extended Play by Phoenix Arizona Pop Rock group This Century. It was released on January 21 2012 and includes 4 acoustic tracks from their previous full-length album Sound of Fire as well as a new song entitled Indigo Girl.	
4	Jeffery Cohelan (June 24 1914 — February 15 1999) was a United States Representative from California. He was born in San Francisco California and attended the public schools and San Mateo Junior College.[citation needed] He earned his B.A. from the University of California Berkeley in Economics in 1950.	
7	Doi Mae Salong (Thai: ดอยแม่สลอง) is a mountain in Thailand part of the Daen Lao Range. It is located in the northern part of Chiang Rai Province only 6 km from the border with Burma.This mountain rises in Mae Fa Luang District. Its summit is located near the town of Santikhiri which is built on the ridge.This mountain is famous because a Kuomintang military division created a settlement near it in 1961 after having been expelled from Burma.	
11	The Southern Oklahoma Cosmic Trigger Contest is a soundtrack by The Flaming Lips to the Bradley Beesley fishing documentary Okie Noodling featuring three country-tinged songs not found elsewhere two of which are instrumentals.It was distributed as a promotional CD at early screenings of the film.The first track has the following spoken introduction: when Bradley first told me I guess maybe a year and a half ago about making this little movie about okie noodling I'd really never heard of the term noodling before and for some reason I immediately imagined it was about of all things masturbation.	
4	Mansour bin Zayed bin Sultan Al Nahyan (born 20 November 1970) commonly known as Sheikh Mansour is the deputy prime minister of the United Arab Emirates minister of presidential affairs and member of the ruling family of Abu Dhabi. He is the half brother of the current president of UAE Khalifa bin Zayed Al Nahyan.He is also the chairman of the ministerial council for services the Emirates investment authority and the Emirates pacing authority.	
12	The Hellstrom Chronicle is an American film released in 1971 which combines elements of documentary science fiction horror and apocalyptic prophecy to present a gripping satirical depiction of the Darwinian struggle for survival between humans and insects. It was conceived and produced by David L. Wolper directed by Walon Green and written by David Seltzer who earned a Writers Guild of America Award nomination for his screenplay. Green later called it almost yellow-journally but good.	
3	Malin Linda Maria Nilsson (born 20 October 1973 in Malmö Skåne) is a former freestyle swimmer from Sweden who competed for her native country at two consequentive Summer Olympics starting in 1992. She won a total number of three silver medals at the European Swimming Championships in the 1990s.	
4	Joseph Bech (17 February 1887 – 8 March 1975) was a Luxembourgian politician. He was the 15th Prime Minister of Luxembourg serving for eleven years from 16 July 1926 until 5 November 1937. He returned to the position after World War II becoming the 17th Prime Minister serving for another four years from 29 December 1953 until 29 March 1958. The 1982–1983 academic year at the College of Europe was named in his honour.	
1	The Intercultural Open University Foundation (IOUF) is an international non-profit charitable foundation that provides a mentored educational experience for post-graduate and graduate learners involved in social change programs around the world.All IOUF staff and faculty contribute their time on a volunteer basis and a limited number of scholarships and subsidies for learners from developing countries are available where necessary thanks to an endowment provided by the founder of the Intercultural Open University Foundation Jan R.	
11	The MySpace Transmissions is a live EP by City and Colour released as a digital download on September 9 2008 via MySpace. It was recorded in New York in March 2008. It is part of a series of releases from MySpace Records.It features a cover of the song Love Don't Live Here Anymore originally performed by Rose Royce.	
8	Piasek [ˈpjasɛk] is a village in the administrative district of Gmina Janów within Częstochowa County Silesian Voivodeship in southern Poland. It lies approximately 4 kilometres (2 mi) west of Janów 21 km (13 mi) east of Częstochowa and 61 km (38 mi) north-east of the regional capital Katowice.The village has a population of 331.	
12	if.... is a 1968 British drama film produced and directed by Lindsay Anderson satirising English public school life. Famous for its depiction of a savage insurrection at a fictitious boys boarding school the X certificate film was made at the time of the May 1968 protests in France by a director strongly associated with the 1960s counterculture.The film stars Malcolm McDowell in his first screen role and his first appearance as Anderson's everyman character Mick Travis.	
13	Children of Gabalawi (أولاد حارتنا) is a novel by the Egyptian writer and Nobel laureate Naguib Mahfouz. It is also known by its Egyptian dialectal transliteration Awlad Haretna formal Arabic transliteration Awlaadu Haaratena and by the alternative translated transliteral Arabic title of Children of Our Alley.	
0	Tomato Head Records was an independent record label started by Chuck Phelps after his split with the ska punk band Skankin' Pickle and Dill Records. The label most notably released the debut EP of Tsunami Bomb The Invasion from Within! and the Luckie Strike EP Future is Turning. The label is now in indefinite hiatus.	
7	Skilak Lake is a large lake on the Kenai Peninsula Alaska. The lake is part of the Kenai River system but also contains glacial runoff. The water is exceptionally clear with a mostly rocky bottom relatively free of aquatic vegetation. It is within the Kenai National Wildlife Refuge and can be accessed by Skilak Lake Loop Road via the Sterling Highway. Maximum depth is 528 feet (161 m) it is 15 miles (24 km) long and up to 4 miles (6.4 km) wide in places.	
7	The Váh (German: Waag; Hungarian: Vág; Polish: Wag) is the longest river in Slovakia. Towns on the river include Liptovský Hrádok Liptovský Mikuláš Ružomberok Vrútky Žilina Bytča Považská Bystrica Púchov Ilava Dubnica nad Váhom Nemšová Trenčín Nové Mesto nad Váhom Piešťany Hlohovec Sereď Šaľa Kolárovo and Komárno.	
1	Lonoke High School is a nationally recognized and accredited public high school located in the rural community of Lonoke Arkansas United States. The school provides comprehensive secondary education for approximately 550 students each year in grades 9 through 12. It is one of four public high schools in Lonoke County Arkansas and the only high school administered by the Lonoke School District.	
6	St. Lukes Hospital is a private hospital located in Launceston Tasmania Australia. St. Luke's was founded in 1900 by the St. Luke's Anglican Association a charitable organisation and was designed to be for the care of the aged disabled and terminally ill. It was first sold in 1986 and again sold in 2004 this time to Little Company of Mary Health Care owners of Calvary Hospital.	
7	Mountain Springs Summit [el. 5502 ft (1677 m)] is a mountain pass in the Spring Mountains of Southern Nevada in the United States.The pass is on the summit of a ridge in the Spring Mountains between the Mount Charleston area and the rest of the Mojave Desert and is located on the border of the Humboldt-Toiyabe National Forest and Red Rock Canyon National Conservation Area. The pass connects the Pahrump Valley with the Las Vegas Valley and it is traversed by State Route 160.	
12	Meteor is a 2009 disaster television miniseries about the asteroid 114 Kassandra on a collision course with the Earth. Its surrounding meteorites crash into various locations worldwide including the small town of Taft California while the military is having little success eliminating it.The first part of the film was broadcast on the NBC network July 12 2009. The second part aired a week later on July 19 2009.	
10	Melicytus novae-zelandiae commonly known as Coastal Mahoe is a flowering plant in the violet family. It grows along the coast of New Zealand from the Bay of Plenty northwards especially on offshore islands. It’s range is largely restricted to New Zealand though one subspecies is endemic to Australia’s Lord Howe Island. The specific epithet refers to its principal area of occurrence.Subspecies include:Melicytus novae-zelandiae subsp.	
11	War Games is the eighth album by the turntablist Rob Swift. It was released on September 6 2005 by Coup De Grace Records and was produced by Rob Swift DJ Melo D and DJ Quest. Three singles were released: A Terror Wrist Military Scratch and A Ghetto Poem.	
1	Shenzhen Experimental School commonly referred to as SZSY is a public school in Shenzhen which consists of five sections high school middle school secondary school elementary school and kindergarten.Though founded relatively late in 1985 the school quickly gained its reputation as an elite school in Shenzhen as well as the nation.	
3	Shaun Norris (born 14 May 1982) is a South African professional golfer.Norris plays on the Sunshine Tour where he has won twice. He won the inaugural Africa Open in 2008 and the Nashua Masters in 2011. He also began playing on the European Tour in 2011 after graduating from qualifying school.	
8	Narenjkol (Persian: نارنج كل‎ also Romanized as Nārenjkol; also known as Tārīkh Gal) is a village in Lakan Rural District in the Central District of Rasht County Gilan Province Iran. At the 2006 census its population was 129 in 38 families.	
5	The Clyde was a 1840-ton iron sailing ship with a length of 270.9 feet (82.6 m) breadth of 39 feet (12 m) and depth of 22.5 feet (6.9 m). She was built by Russell & Company Port Glasgow Scotland for the Nourse Line and named after the River Clyde flowing through Glasgow and launched on 25 July 1894. The Clyde was the last ship built for the Nourse Line. She was primarily used for the transportation of Indian indentured labourers to the colonies.	
9	Hoven's carp (Leptobarbus hoevenii; Jelawat in Malay) also known as the mad barb or sultan fish is a species of fish in the barb family. It is native to freshwater habitats in the Thai-Malay Peninsula Borneo and Sumatra. Populations further north in the Chao Phraya and Mekong Basins were included in this species until 2009 but are now considered a separate species L. rubripinna. The two are frequently confused and the same common names have been used for both; only L.	
2	Hiroshi Shima (島 比呂志 1918–2003 real name Kaoru Kishiue岸上 薫) was a Japanese novelist Hansen's disease patient and the chief editor of a literary coterie journal Kazan Chitai (Lava belt). His letter prompted a lawsuit resulting in the compensation due to the unconstitutionality of the Japanese leprosy prevention law.	
11	Sheryl Crow is the second album by American singer Sheryl Crow released on September 1 1996 in the United Kingdom and September 24 1996 in the United States. Reaching #6 on the Billboard 200 Sheryl Crow sold 2.4 million units in the United States as of January 2008 and is certified 3× platinum. On the UK Album Chart Sheryl Crow reached #5.	
1	Carroll Christian Schools began as Carroll Christian Academy in 1973 in conjunction with the Church of the Open Door in Westminster Maryland. The school slowly grew and added grades throughout the 1970s until its first high school graduation in 1982. Dr. Aletha Carlson was the first principal of the school.	
11	Rise and Shine is a studio album by the rock band The Bears released in 1988. It was digitally recorded and mixed at Royal Recorders in Lake Geneva Wisconsin in November and December 1987. It was mastered at Sterling Sound in New York City by Ted Jensen.	
5	The Kamoi (神威) was an oiler/seaplane tender/flying boat tender of the Imperial Japanese Navy serving from the 1920s through World War II. She was initially planned in 1920 as one of six of the oilers under the Eight-eight fleet final plan.	
7	Trivor is one of the high peaks of the Hispar Muztagh a subrange of the Karakoram range in the Gilgit-Baltistan of Pakistan. Its height is often given as 7728 metres but this elevation is not consistent with photographic evidence. The height given here is from a Russian 1:100000 topographic map.There have been only two successful climbs of this peak; the first ascent was in 1960 by a British-American party.	
11	Team Sleep is the eponymous debut studio album by American alternative rock band Team Sleep largely produced by Greg Wells (Rufus Wainwright Creeper Lagoon and Mika). It was released in Europe on May 9 2005 and a day later in the United States through Maverick Records.	
1	Alkauthar University (Urdu: جامعۃ الکوثر) is a Shia public research university in Islamabad Capital Territory of Pakistan. It is located in Sector H-8/2 and initially founded as the Islamic University in 2002.The university was named as “Alkauthar” at the name of Sura e Kauthar and in memory of Syeda Fatima Zahra SMA. The University is one of the top Shia institutions of Pakistan which has qualified team of teachers and researchers.	
4	Charles McArthur Ghankay Taylor (born 28 January 1948) is a former Liberian politician who was the 22nd President of Liberia serving from 2 August 1997 until his resignation on 11 August 2003.Born in Arthington Montserrado County Liberia Taylor earned a degree at Bentley College in the United States before returning to Liberia to work in the government of Samuel Doe. After being removed for embezzlement he eventually arrived in Libya where he was trained as a guerilla fighter.	
4	Sufi Abu Taleb (Arabic: صوفى أبو طالب‎ Ṣūfī Abū Ṭālib; January 27 1925 – February 21 2008) was an Egyptian politician. He served as Speaker of the People's Assembly from 1978 to 1983 and upon the assassination of Anwar El Sadat on 6 October 1981 assumed the duties of Acting head of state as which he served for eight days until the accession of Hosni Mubarak.	
6	Pavilion Mall is a shopping mall located in Biñan City Laguna in the Philippines. This is the first large shopping mall in Biñan City which opened on October 1999 and is currently being managed by the Ayala Malls the third largest shopping mall chain in the Philippines. The mall is very accessible via National Highway or via Mamplasan Exit in South Luzon Expressway.	
11	Viva Cuca is the first live DVD of Mexican group hard rock Cuca. The video was sent 25 June 2005 in format DVD-Video by means of record company Universal Music. The DVD contains 20 official subjects of the group plus a single of guitar of Galo Ochoa	
10	Nama rothrockii is a species of flowering plant in the borage family known by the common name Rothrock's fiddleleaf. It is native to the mountains and plateaus of eastern California such as the southern Sierra Nevada and western Nevada and Arizona where it grows in several types of local habitat.	
9	The white-chested alethe (Pseudalethe fuelleborni) is a species of bird in the Turdidae family. It is found in Malawi Mozambique Tanzania and Zambia.Its natural habitat is subtropical or tropical moist lowland forests.The binomial of the bird commemorates the German physician Friedrich Fülleborn.	
1	Mithila has been reputed for its great and outstanding culture civilization tradition and heritage in the whole world since time immmemorial. The splendour of the ideal life of Mother Sita not only purified the soil of mithila but also spread brightness in the entire universe. On this very fertile land of Mithila famous eye surgeon Dr.	
13	The Royal Family is a novel by the American author William T. Vollmann. The novel centers Henry Tyler's private investigative work and then personal desire to find the mysterious Queen of Whores the matriarch of the prostitutes in the area of Tenderloin San Francisco.	
7	The St. Marks River is a river in the Big Bend region of Florida. It has been classified by the Florida Department of Environmental Protection as an Outstanding Florida Water and is the easternmost river within the Northwest Florida Water Management District.The St. Marks River begins in eastern Leon County Florida and flows 36 miles (58 km) through Leon and Wakulla counties into Apalachee Bay an arm of the Gulf of Mexico. It has a drainage basin of 1150 square miles (3000 km2) in size.	
8	Sar Sakhti-ye Bala (Persian: سرسختي بالا‎ also Romanized as Sar Sakhtī-ye Bālā; also known as Sabz Sanakhtī ‘Olyā Sar Sakheī Sarsakhleh Sarsakhtīyeh Sar Sakhtī-ye ‘Olyā and Sarsakteh) is a village in Astaneh Rural District in the Central District of Shazand County Markazi Province Iran. At the 2006 census its population was 726 in 259 families.	
7	Flattnitz Pass (el. 1400 m.) is a high mountain pass in the Austrian Alps in the Bundesland of Kärnten (or Carinthia).It connects the Gurk River valley with the Mur River valley. On the Styrian side it leads to Stadl an der Mur.A high-altitude sanatorium or Luftkurort is located near the pass.	
6	St Mary Moorfields is a Roman Catholic church in the City of London. The present building located at 4-5 Eldon Street was opened in 1903. However the foundation had a long history prior to this. A chapel was opened in 1686 but was suspended in 1689 in the aftermath of the Revolution of 1688. From 1736 there was a chapel in Ropemaker's Alley but in 1780 it too fell prey to anti-Catholic sentiment when its fabric and furniture were destroyed in the Gordon Riots.	
11	Southpaw Grammar is the fifth solo album by the British alternative rock singer Morrissey. It was released in August 1995 and charted at number 66 in the United States and at number 4 in the United Kingdom. The singles lifted from it were Dagenham Dave (which reached number 26 in the UK Singles Chart in August 1995) and The Boy Racer (which reached number 36 in the UK Singles Chart in October 1995).	
3	Ronald John Greschner (born December 22 1954) is a retired professional ice hockey defenceman who played in the NHL for 16 seasons between 1974 and 1990.Greschner was selected 32nd overall by the New York Rangers in the 1974 NHL Amateur Draft. He played in 982 career NHL games all with the Rangers scoring 179 goals and 431 assists for 610 points. He also compiled 1226 penalty minutes.	
2	Guiyeoni (born 1985 in Jae Chun South Korea) is the penname of Internet novelist Lee Yoon-sae. She first reached fame with her novels He Was Cool and Romance of Their Own which spawned commercially successful films of the same name as with another book A Wolf's Attraction. Since then one of her other books Do Re Mi Fa So La Ti Do has become a film starring Jang Keun Suk. A movie of To My Boyfriend is also in planning stages.	
4	Richmond Francis Lionel Hanna (February 26 1913 – January 17 1985) was an insurance salesman a Flight Lieutenant in the Royal Canadian Airforce a member of Edmonton Municipal Council and served as a Canadian federal politician from 1953 to 1957.Born in Monaghan Republic of Ireland Hanna first ran for a seat in the Canadian House of Commons in the 1953 Canadian federal election. He defeated former Member of Parliament Orvis A. Kennedy to win the new riding of Edmonton—Strathcona.	
8	Khunik-e Bala (Persian: خونيك بالا‎ also Romanized as Khūnīk-e Bālā and Khūnīk Bālā; also known as Khānaq-e Bālā Khānaq-i-Bāla and Khānaq) is a village in Qaen Rural District in the Central District of Qaen County South Khorasan Province Iran. At the 2006 census its population was 74 in 20 families.	
4	Manuel Arturo Odría Amoretti (November 26 1896 – February 18 1974) was the President of Peru from 1948 to 1956.Manuel Odría was born in 1896 in Tarma a city in the central Andes just east of Lima. He graduated first in his class from the Chorillos Military Academy in 1915. He joined the army and as a Lieutenant Colonel was a war hero in the 1941 Ecuadorian-Peruvian war.	
0	Maine Chance Farm was an American Thoroughbred horse racing stable in Lexington Kentucky owned by cosmetics tycoon Elizabeth Arden. Elizabeth Arden raced under the nom de course Mr. Nightingale until 1943 when she adopted the name Maine Chance Farm from her health spa in Mount Vernon Maine. During the nineteen forties and fifties the Maine Chance Farm racing stable was a major force in American horse racing.	
8	Kuzawa [kuˈzava] (Ukrainian: Кузава Kuzava) is a village in the administrative district of Gmina Czeremcha within Hajnówka County Podlaskie Voivodeship in north-eastern Poland close to the border with Belarus. It lies approximately 3 kilometres (2 mi) north-east of Czeremcha 26 km (16 mi) south-west of Hajnówka and 67 km (42 mi) south of the regional capital Białystok.	
6	The Patrick Henry Brittan House also known as the Brittan-Dennis House is a historic Italianate style house in Montgomery Alabama. The one-story brick house was completed in 1858 by Patrick Henry Brittan 10th Secretary of State of Alabama. It was added to the National Register of Historic Places on December 13 1979. The building is located at 507 Columbus Street.	
